,char
3761,澮
3762,澱
3763,澳
3764,澶
3765,澹
3766,澼
3767,澾
3768,激
3769,濁
3770,濂
3771,濃
3772,濆
3773,濈
3774,濉
3775,濊
3776,濓
3777,濕
3778,濘
3779,濛
3780,濜
3781,濞
3782,濟
3783,濠
3784,濡
3785,濤
3786,濩
3787,濫
3788,濬
3789,濮
3790,濯
3791,濱
3792,濲
3793,濵
3794,濶
3795,濺
3796,濼
3797,濾
3798,瀁
3799,瀅
3800,瀆
3801,瀉
3802,瀋
3803,瀍
3804,瀏
3805,瀑
3806,瀕
3807,瀘
3808,瀚
3809,瀛
3810,瀝
3811,瀟
3812,瀠
3813,瀡
3814,瀣
3815,瀧
3816,瀨
3817,瀫
3818,瀰
3819,瀲
3820,瀹
3821,瀺
3822,瀼
3823,瀾
3824,灂
3825,灃
3826,灈
3827,灉
3828,灊
3829,灌
3830,灑
3831,灔
3832,灕
3833,灘
3834,灙
3835,灝
3836,灞
3837,灣
3838,灤
3839,灧
3840,灩
3841,火
3842,灰
3843,灶
3844,灸
3845,灺
3846,灼
3847,災
3848,灾
3849,炁
3850,炊
3851,炎
3852,炒
3853,炕
3854,炙
3855,炤
3856,炧
3857,炫
3858,炬
3859,炭
3860,炮
3861,炯
3862,炰
3863,炱
3864,炲
3865,炳
3866,炷
3867,為
3868,烈
3869,烏
3870,烘
3871,烙
3872,烜
3873,烝
3874,烟
3875,烱
3876,烹
3877,烽
3878,焄
3879,焇
3880,焉
3881,焕
3882,焙
3883,焚
3884,焜
3885,焞
3886,無
3887,焦
3888,焭
3889,焮
3890,焰
3891,焱
3892,然
3893,煅
3894,煆
3895,煇
3896,煉
3897,煌
3898,煎
3899,煑
3900,煒
3901,煕
3902,煖
3903,煗
3904,煙
3905,煜
3906,煞
3907,煠
3908,煢
3909,煤
3910,煥
3911,煦
3912,照
3913,煨
3914,煩
3915,煬
3916,煮
3917,煽
3918,熁
3919,熄
3920,熇
3921,熈
3922,熉
3923,熊
3924,熏
3925,熒
3926,熔
3927,熖
3928,熙
3929,熟
3930,熠
3931,熨
3932,熬
3933,熱
3934,熳
3935,熹
3936,熾
3937,燁
3938,燂
3939,燃
3940,燄
3941,燈
3942,燉
3943,燋
3944,燎
3945,燐
3946,燒
3947,燔
3948,燕
3949,燖
3950,營
3951,燠
3952,燥
3953,燦
3954,燧
3955,燬
3956,燭
3957,燮
3958,燻
3959,燼
3960,燿
3961,爀
3962,爆
3963,爇
3964,爊
3965,爍
3966,爐
3967,爚
3968,爛
3969,爝
3970,爞
3971,爟
3972,爨
3973,爪
3974,爬
3975,爭
3976,爰
3977,爱
3978,爲
3979,爵
3980,父
3981,爹
3982,爺
3983,爻
3984,爼
3985,爽
3986,爾
3987,牀
3988,牁
3989,牂
3990,牆
3991,片
3992,版
3993,牋
3994,牌
3995,牎
3996,牒
3997,牓
3998,牕
3999,牖
